ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,POV,Citation
363,GAZ,isíi-túu if d’íite,isíi-túu	if	d’íite,she-EMPH	REFL	kicked,It is her who kicked herself.,,,Harar Oromo,reflexive,"Owens, J. (1985). <i>A Grammar of Harar Oromo (Northern Ethiopia)</i>. Hamburg: Buske."
364,GAZ,ifii-fí-n maná bitadd’e,ifii-fí-n	maná	bitadd’e,REFL-DAT-1	house	bought,I bought myself a house.,,,Harar Oromo,reflexive,"Owens, J. (1985). <i>A Grammar of Harar Oromo (Northern Ethiopia)</i>. Hamburg: Buske."
365,GAZ,inni of ajjeese,inni	of	ajjeese,he	REFL	killed,He killed himself.,,,---,reflexive,"Griefenow-Mewis, C. (1994). <i>Lehrbuch des Oromo</i>. Köln: Köppe."
366,GAZ,ofii kooti nan dhufe,ofii	kooti	nan	dhufe,INT	1.POSS	I	have.come,I myself have come.,,,,adnominal,"Griefenow-Mewis, C. (1994). <i>Lehrbuch des Oromo</i>. Köln: Köppe."
367,KHC,ku-ʔita te karama-su,ku-ʔita	te	karama-su,I-see	NNOM	REFL-POSS.1SG,I saw myself.,,,NNOM: non-nominative core argument,reflexive,"Donohue, Mark (1999). <i>A Grammar of Tukang Besi</i>. Berlin: Mouton de Gruyter."
368,GAZ,ofii saa-tiin dhufe,ofii	saa-tiin	dhufe,INT	3.POSS-INSTR	he.came.,He came (by) himself.,,,INSTR: instrumental,adv exclusive,"Griefenow-Mewis, C. (1994). <i>Lehrbuch des Oromo</i>. Köln: Köppe."
369,GAZ,mataa saa-tiin dhufe,mataa	saa-tiin	dhufe,he	3.POSS-INSTR	came.,He came (by) himself.,,,,adv exclusive,"Griefenow-Mewis, C. (1994). <i>Lehrbuch des Oromo</i>. Köln: Köppe."
370,KHC,te beka alaʔa na i-laha-su,te	beka	alaʔa	na	i-laha-su,NNOM	cat	just	NOM	OM-searching-POSS.1SG,It is the cat itself that is the one I’m looking for.,,,NNOM: non-nominative core argument; OM: object marker used in (nominalized) relative clauses,adnominal,"Donohue, Mark (1999). <i>A Grammar of Tukang Besi</i>. Berlin: Mouton de Gruyter."
371,KHC,peʔesa-su ku-ʔita te kalambe,peʔesa-su	ku-ʔita	te	kalambe,alone-POSS.1SG	I-see	NNOM	young.girl,I alone saw the girl.,,,NNOM: non-nominative core argument,adv exclusive,"Donohue, Mark (1999). <i>A Grammar of Tukang Besi</i>. Berlin: Mouton de Gruyter."
372,SON,agey hundey ka diy-aa,agey	hundey	ka	diy-aa,I	INT	FOC	see-3SG.OBJ,It was I myself who saw him.,,,,adnominal,"Heath, Jeffrey (1999b). <i>A Grammar of Koyraboro (Koroboro) Senni</i>. Köln: Rüdiger Köppe Verlag."
373,SON,waati din ay kaa ka taasa agey hinne,waati din	ay	kaa	ka	taasa	agey	hinne,then	I	come	INF	serve	I	alone,Then I came and served it (the food) by myself.,,,,adv exclusive,"Heath, Jeffrey (1999b). <i>A Grammar of Koyraboro (Koroboro) Senni</i>. Köln: Rüdiger Köppe Verlag."
374,SOM,isaga naft-iisa ayaa yiri waxay eheed run,isaga	naft-iisa	ayaa	yiri	waxay	eheed	run,he	INT-POSS.3SG	FOC	said	FOC	was	true.,He himself said that it was true.,,,<i>eheed</i>: alternative spelling for <i>ahayd</i>,adnominal,"<a href=""http://www.fortunecity.com/bally/durrus/153/somali7.html"">http://www.fortunecity.com/bally/durrus/153/somali7.html</a>"
375,SON,a mba šelaŋ [ŋga boŋ] še agay da ga šelaŋ [ay boŋ] še,a	mba	šelaŋ	[ŋga	boŋ]	še	agay	da	ga	šelaŋ	[ay	boŋ]	še,he	AUX	speak	[his	head]=REFL	DAT	I	EMPH	IMPF	speak	[my	head]=REFL	DAT,"He was speaking to himself, and I was speaking to myself.",,,,reflexive,"Heath, Jeffrey (1999b). <i>A Grammar of Koyraboro (Koroboro) Senni</i>. Köln: Rüdiger Köppe Verlag."
376,RUS,sam ty krysa,sam	ty	krysa,INT.MASC.SG	you	rat,You are a rat yourself.,,,,adv inclusive,Katerina Lvovna in <i>Lady Macbeth of Mzensk</i> by D. Shostakovich.
378,RUS,on sam prišel,on	sam	prišel,he	INT.SG.MASC	came,He came himself.,,,,adv exclusive,"<i>Russisch-Deutsches Wörterbuch</i>. Puschkin-Verlag Köln, 1991."
380,RUS,govorit’ s sam-im avtorom,govorit’	s	sam-im	avtorom,talk	with	INT-INSTR	author.INSTR.SG,to talk to the author himself,,,INSTR: instrumental case,adnominal,"<i>Russisch-Deutsches Wörterbuch</i>. Puschkin-Verlag Köln, 1991."
381,RUS,ja sam ne rad,ja	sam	ne	rad,I	INT.SG.MASC	not	happy,I am not glad myself.,,,,adv inclusive,"<i>Russisch-Deutsches Wörterbuch</i>. Puschkin-Verlag Köln, 1991."
383,RUS,Aleksej mnogo rasskazal o sebe,Aleksej	mnogo	rasskazal	o	sebe,Aleksei	much	told	about	REFL.DAT.,Aleksei has talked a lot about himself.,,,,reflexive,"Mulisch, H. (ed.) (1975). <i>Die Russische Sprache der Gegenwart -- Band 2, Morphologie</i>. Düsseldorf: Brücken-Verlag."
384,RUS,ja kupil sebe kostjum,ja	kupil	sebe	kostjum,I	bought	REFL.DAT	suit.,I bought a suit for myself.,,,,reflexive,"Mulisch, H. (ed.) (1975). <i>Die Russische Sprache der Gegenwart -- Band 2, Morphologie</i>. Düsseldorf: Brücken-Verlag."
388,SLO,to žial’ sama ne-viem,to	žial’	sama	ne-viem,that	unfortunately	INT.NOM.SG.FEM	not-I.know,"Sorry, I don't know that myself.",,,,adv inclusive,Insa Gülzow (p.c.)
389,SLO,v smotnej univerzite nie je žiadna reštaurácia,v	smotnej	univerzite	nie	je	žiadna	reštaurácia,in	INT.LOC.SG.FEM	university.LOC.SG.FEM	not	is	no	restaurant,There is no restaurant in the university building itself.,,,,adnominal,Insa Gülzow (p.c.)
390,SLO,Pavol si zobral život,Pavol	si	zobral	život,Pavol	REFL.DAT	took	live,Pavol killed himself.,,,,reflexive,Insa Gülzow (p.c.)
391,SLO,tento dom som postavil vlasnymi rukami,tento	dom	som	postavil	vlasnymi	rukami,this	house	I.have	built	own.INSTR.PL	hand.INSTR.PL,I have built this house with my own hands.,,,,own,Insa Gülzow (p.c.)
392,CJD,kumanta si Pedro na maisa,kumanta	si	Pedro	na	maisa,sing	PRT	Pedro	[LINKER	alone]=INT,Pedro sang by himself.,,,PRT: particle,adv exclusive,Sandra Chung (p.c.)
393,CJD,hafa’gasi-n maisa gui’ si Juan,hafa’gasi-n	maisa	gui’	si	Juan,wash-[LINKER	alone]=REFL	him	PRT	Juan,Juan is washing himself.,,,PRT: particle,reflexive,Sandra Chung (p.c.)
394,CJD,ti siNa inprotehi si Miguel kontra guiya na maisa,ti	siNa	inprotehi	si	Miguel	kontra	guiya	na	maisa,not	can	protect	PRT	Miguel	from	him	[LINKER	alone]=REFL,We can't protect Miguel from himself.,,,PRT: particle,reflexive,Sandra Chung (p.c.)
395,FRN,Luc se déteste,Luc	se	déteste,Luc	REFL	hates,Luc hates himself.,,,,reflexive,questionnaire (anonymous source informant)
403,SWA,mimi mw-enyewe,mimi	mw-enyewe,I	NC1-INT,I myself,,,NC: nominal class marker,adnominal,"Velten, C. (1910). <i>Suaheli-Wörterbuch, I. Teil</i>. Berlin."
396,CJD,hafa’gasi gui’ si Juan,hafa’gasi	gui’	si	Juan,wash	him	PRT	Juan,Juan washed himself.,,,reflexive meaning without using <i>na maisa</i>,reflexive,Sandra Chung (p.c.)
400,SPN,Juan se detesta,Juan	se	detesta,Juan	REFL	hates,Juan hates himself.,,,,reflexive,questionnaire (anonymous source informant)
401,SPN,Juan compró un carro para sí,Juan	compró	un	carro	para	sí,Juan	bought	a	car	for	REFL,Juan bought a car for himself.,,,,reflexive,questionnaire (anonymous source informant)
404,MRC,mat-’-aqaar-m,mat-’-aqaar-m,REFL-1-cut-real,I cut myself.,,,&lt;'&gt;: glottal stop,reflexive,"Gordon, Lynn (1986). <i>Maricopa Morphology and Syntax</i>. Berkeley: University of California Press."
406,SWA,ni-me-ji-ficha,ni-me-ji-ficha,1SG-TAM-REFL-hide,I hid (myself).,,,TAM: tense/aspect/mood,reflexive,"Velten, C. (1910). <i>Suaheli-Wörterbuch, I. Teil</i>. Berlin."
407,MRC,’iipaanysh mat-yuu-k,’iipaanysh	mat-yuu-k,the.man	REFL-see-real,The man saw himself.,,,,reflexive,"Gordon, Lynn (1986). <i>Maricopa Morphology and Syntax</i>. Berkeley: University of California Press."
408,SWA,mimi mw-enyewe niliwaona,mimi	mw-enyewe	niliwaona,I	NC1-INT	saw.them,I myself saw them.,,,NC: nominal class marker,adnominal,"Swahili Online Study Aids (<a href=""http://web.africa.ufl.edu/swahili/notes/swa_nt10.msw"">http://web.africa.ufl.edu/swahili/notes/swa_nt10.msw)</a>."
409,MRC,Jenish maatm chkwily-k,Jenish	maatm	chkwily-k,Jeni	INT	sew-real,Jeni made it all by herself.,,,,adv exclusive,"Gordon, Lynn (1986). <i>Maricopa Morphology and Syntax</i>. Berkeley: University of California Press."
410,SWA,yeye ye-nyewe aliandika barua,yeye	ye-nyewe	aliandika	barua,she	NC3-INT	wrote	letter,She herself wrote the letter.,,,NC: nominal class marker,adnominal,"Swahili Online Study Aids (<a href=""http://web.africa.ufl.edu/swahili/notes/swa_nt10.msw"">http://web.africa.ufl.edu/swahili/notes/swa_nt10.msw)</a>."
411,SWA,wanafunzi w-enyewe waliomba,wanafunzi	w-enyewe	waliomba,students	NC3-INT	demanded.it,The students themselves demanded it.,,,NC: nominal class marker,adnominal,"Swahili Online Study Aids (<a href=""http://web.africa.ufl.edu/swahili/notes/swa_nt10.msw"">http://web.africa.ufl.edu/swahili/notes/swa_nt10.msw)</a>."
412,MRC,maatm ’-n’aysh ny-shqam-m,maatm	’-n’aysh	ny-shqam-m,own	1-father	3&gt;1-slap-real,My own father slapped me.,,,&lt;'&gt;: glottal stop,own,"Gordon, Lynn (1986). <i>Maricopa Morphology and Syntax</i>. Berkeley: University of California Press."
413,YOR,a kò rí kádínálì fúnraàrə̀,a	kò	rí	kádínálì	fúnraàrə̀,we	not	see	cardinal	INT.POSS.3SG,We did not see the cardinal himself.,,,for segmentation of <i>fúnraàrə̀</i> cf. the explanations given in the comments field above,adnominal,Insa Gülzow (p.c.)
414,YOR,kìl’o shé ti o kò lè fɔ̀ funraàrə,kìl’o	shé	ti	o	kò	lè	fɔ̀	funraàrə,what	QUEST	REL	you	NEG	can	wash	INT.POSS.2SG,Why don't you do your washing yourself?,,,QUEST: 'asks confidential questions' (cf. Rowlands 1969: 274)<br> REL: introduces relative clauses<br> for segmentation of <i>funraàrə</i> cf. the comments field above,adv exclusive,Insa Gülzow (p.c.)
415,YOR,Johanum fə́ràn araarə̀.,Johanum	fə́ràn	araarə̀.,John	loves	REFL.POSS.3SG,John loves himself.,,,"for segmentation of <i>araarə̀</i>, cf. the comments field above",reflexive,Insa Gülzow (p.c.)
416,YOR,kò si ilé oúnjə nínúnɔgbà yunifásátì fúnraarə̀,kò	si	ilé	oúnjə	nínúnɔgbà	yunifásátì	fúnraarə̀,not	to	house	food	in.campus	university	INT.POSS.3SG,There is no restaurant in the university itself.,,,for segmentation of <i>fúnraarə̀</i> cf. the comments field above,adnominal,Insa Gülzow (p.c.)
417,LEZ,Ali-di-zi wič güzgü.d-a akwa-zwa,Ali-di-zi	wič	güzgü.d-a	akwa-zwa,Ali-OBL-DAT	REFL.ABS	mirror-INESS	see-IMPF,Ali sees himself in the mirror.,,,INESS: Inessive case,reflexive,"Haspelmath, Martin (1993). <i>A Grammar of Lezgian</i>. Berlin: Mouton de Gruyter."
418,LEZ,ada wiči wič alzurar-zawa,ada	wiči	wič	alzurar-zawa,he.ERG	INT.ERG	REFL.ABS	deceive-IMPF,He is deceiving himself.,,,ERG: Ergative case,reflexive,"Haspelmath, Martin (1993). <i>A Grammar of Lezgian</i>. Berlin: Mouton de Gruyter."
419,LEZ,či q’iliw Lenin wič ata-nwa!,či	q’iliw	Lenin	wič	ata-nwa!,we.GEN	to	Lenin	INT.ABS	come-PFCT,Lenin himself has come to us.,,,,adnominal,"Haspelmath, Martin (1993). <i>A Grammar of Lezgian</i>. Berlin: Mouton de Gruyter."
420,YOR,èmi fúnraàmi dúró tí àwɔn ɔmɔ,èmi	fúnraàmi	dúró	tí	àwɔn	ɔmɔ,I.EMPH	INT.POSS.1SG	stay	with	PL	child,I myself will stay with the children.,,,for segmentation of <i>fúnraàmi</i> cf. the comments field above,adnominal,Insa Gülzow (p.c.)
421,YOR,pàápàá julɔ ó korira araarə̀,pàápàá	julɔ	ó	korira	araarə̀,especially	PRT	he	hates	body.POSS.3SG,Most of all he hates himself.,,,PRT: particle,reflexive,Insa Gülzow (p.c.)
422,LEZ,Güldeste-di-Ø wič-in sual-ri-z wič-i žawab gana,Güldeste-di-Ø	wič-in	sual-ri-z	wič-i	žawab	gana,Güldeste-OBL-ERG	INT-GEN	question-PL-DAT	INT-ERG	answer	give,Güldeste answered her (own) question herself.,,,,adv exclusive,"Haspelmath, Martin (1993). <i>A Grammar of Lezgian</i>. Berlin: Mouton de Gruyter."
423,LEZ,kac-i wič-i,kac-i	wič-i,cat-ERG	INT-ERG,the cat itself,,,,adnominal,"Haspelmath, Martin (1993). <i>A Grammar of Lezgian</i>. Berlin: Mouton de Gruyter."
424,TGL,sinaktan ko ang sarili ko,sinaktan	ko	ang	sarili	ko,hurt	1SG	DET	REFL	1SG,I hurt myself.,,,<i>ang</i>: particle relating to the information-structural status of the following NP,reflexive,"Schachter, Paul (1972). <i>Tagalog Reference Grammar</i>. Berkeley: University of California Press."
425,TGL,[nag-aalala sila] sa sarili nila,[nag-aalala	sila]	sa	sarili	nila,[PRES-worry.about	they]	PTCL	REFL	3PL,They worry about themselves.,,,,reflexive,"Schachter, Paul (1972). <i>Tagalog Reference Grammar</i>. Berkeley: University of California Press."
426,VMN,íkú nìčaà máá-Ø presidente,íkú	nìčaà	máá-Ø	presidente,yesterday	came	INT-POSS.3SG	president,The president himself came yesterday.,,,,adnominal,Volker Gast (f.w.)
427,TGL,mismo-ng ang Amerikano ang pumunta,mismo-ng	ang	Amerikano	ang	pumunta,INT-LNK	DET	american	DET	went,The American himself went.,,,LNK: linker; <i>ang</i>: particle relating to the information-structural status of the following NP,adnominal,"Schachter, Paul (1972). <i>Tagalog Reference Grammar</i>. Berkeley: University of California Press."
428,VMN,xwã ničìʔi itù xakùu máá,xwã	ničìʔi	itù	xakùu	máá,Juan	sowed	corn	for	REFL,Juan sowed corn for himself.,,,,reflexive,Volker Gast (f.w.)
429,VMN,xwâ kuʔínì máá,xwâ	kuʔínì	máá,Juan	likes	REFL,Juan likes himself.,,,,reflexive,Volker Gast (f.w.)
430,TGL,mismo-ng sa Maynila [siya nakatira],mismo-ng	sa	Maynila	[siya nakatira],INT-LNK	PRT	Manila	[he lives in],It's in Manila itself that he lives.,,,LNK: linker; PRT: particle,adnominal,"Schachter, Paul (1972). <i>Tagalog Reference Grammar</i>. Berkeley: University of California Press."
466,TCV,avan-ee ellaatteyun senjaan,avan-ee	ellaatteyun	senjaan,PRO-INT	all.ACC	did,He did everything by himself.,,,,adv exclusive,"Annamalai, E. (2000). Lexical Anaphors and Pronouns in Tamil. In : Lust, B. et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South-Asian Languages</i>. Berlin: Mouton."
467,TCV,kumaar taan-ee naDandaan,kumaar	taan-ee	naDandaan,Kumaar	ANPH-INT	walked,Kumaar walked himself.,,,capital letters: retroflex articulation,adv exclusive,"Annamalai, E. (2000). Lexical Anaphors and Pronouns in Tamil. In : Lust, B. et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South-Asian Languages</i>. Berlin: Mouton."
468,BTX,kubunuh banku atéku,kubunuh	banku	atéku,I.kill	to.me	wish.my,I want to kill myself.,,,,reflexive,"Woollams, Geoffrey (1996). <i>A Grammar of Karo Batak, Sumatra</i>. Pacific Linguistics, Series C, No. 130."
469,BTX,kalak ah munuh bana,kalak	ah	munuh	bana,person	that	kill	REFL,That fellow killed himself.,,,,reflexive,"Woollams, Geoffrey (1996). <i>A Grammar of Karo Batak, Sumatra</i>. Pacific Linguistics, Series C, No. 130."
470,TCW,mantrigaru (tana-ki (tan-u)) bahumati-ni iccu-konn-aa-ru,mantrigaru	(tana-ki	(tan-u))	bahumati-ni	iccu-konn-aa-ru,minister	(ANPH-DAT	(ANPH-NOM))	price-ACC	give-MID-PST-AGR,The minister gave a price to himself.,,,,reflexive,"Subbarao, K.V. & B.L. Murthy (2000). Lexical Anaphors and Pronouns in Telugu. In Lust et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>."
471,TCW,maalati swayam-gaa ceesindi,maalati	swayam-gaa	ceesindi,Malati	INT-INSTR	did,Malati did it by herself.,,,INSTR: instrumental case,adv exclusive,"Subbarao, K.V. & B.L. Murthy (2000). Lexical Anaphors and Pronouns in Telugu. In Lust et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>."
472,TCW,maadhavi tan-ee swayam-gaa ceesindi,maadhavi	tan-ee	swayam-gaa	ceesindi,Madhavi	ANPH-INT	INT-INSTR	did,Madhavi herself did it by herself.,,,adnominal and adverbial exclusive intensifier; INSTR: instrumental case,adnominal,"Subbarao, K.V. & B.L. Murthy (2000). Lexical Anaphors and Pronouns in Telugu. In Lust et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>."
473,BTX,enggo bagi sisada akapna bana,enggo	bagi	sisada	akapna	bana,already	like	alone	think.he	REFL,He felt himself to be all alone.,,,,reflexive,"Woollams, Geoffrey (1996). <i>A Grammar of Karo Batak, Sumatra</i>. Pacific Linguistics, Series C, No. 130."
474,BTX,ndabuh mahan bana gelas é,ndabuh	mahan	bana	gelas	é,fall	make	REFL	glass	that,The glass fell by itself.,,,anti-causative use of reflexive,adv exclusive,"Woollams, Geoffrey (1996). <i>A Grammar of Karo Batak, Sumatra</i>. Pacific Linguistics, Series C, No. 130."
475,TCW,radha (tana-ni (tan-u)) poguDu-kon-di,radha	(tana-ni	(tan-u))	poguDu-kon-di,Radha	(ANPH-ACC	(ANPH-NOM))	praise-MID-AGR,Radha praised herself.,,,MID: middle voice; <i>tanu</i>: nominative singular form of the anaphor <i>taan-</i>,reflexive,"Subbarao, K.V. & B.L. Murthy (2000). Lexical Anaphors and Pronouns in Telugu. In Lust et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>."
476,BTX,kayu ah ndai penggel sisada,kayu	ah	ndai	penggel	sisada,wood	that	that	snap	alone,The stick broke by itself.,,,anti-causative use of reflexive,adv exclusive,"Woollams, Geoffrey (1996). <i>A Grammar of Karo Batak, Sumatra</i>. Pacific Linguistics, Series C, No. 130."
477,BTX,mahan bana rëh beluhna ia,mahan	bana	rëh	beluhna	ia,make	REFL	come	clever	he,He just got smarter by himself (i.e. nobody taught him).,,,,adv exclusive,"Woollams, Geoffrey (1996). <i>A Grammar of Karo Batak, Sumatra</i>. Pacific Linguistics, Series C, No. 130."
431,VMN,gobierno tú kuní ja skuákayo yuhu máá-yo,gobierno	tú	kuní	ja	skuákayo	yuhu	máá-yo,government	not	want	that	we.learn	language	INT-POSS.2PL,The government does not want us to learn our own language.,,,the orthography used by Jimenez & Jansen (1999) differs from the one adopted here,own,"Pérez Jimenez, G.A. & Jansen, M. (1999). <i>Sahìn Sàu -- libro para aprender la lengua Mixteca</i>. Leiden: University."
432,TGL,pumunta siya mismo,pumunta	siya	mismo,went	he	INT,He went himself.,,,-,adv exclusive,"Schachter, Paul (1972). <i>Tagalog Reference Grammar</i>. Berkeley: University of California Press."
433,VMN,máʔʉ̃́ʉ̃́ sáʔa statilá,máʔʉ̃́ʉ̃́	sáʔa	statilá,INT(AVE)	produce	bread,He produces the bread himself.,,,,adv exclusive,Volker Gast (f.w.)
434,NHG,Šowa mo-htak pa tieskatl,Šowa	mo-htak	pa	tieskatl,Juan	REFL-saw	in	mirror,Juan saw himself in the mirror.,,,,reflexive,Volker Gast (f.w.)
435,NHG,sa i-siel okıchıhchi i-kal,sa	i-siel	okıchıhchi	i-kal,only	POSS.3SG-INT	he.built	POSS.3SG-house,He built his house himself.,,,,adv exclusive,Volker Gast (f.w.)
436,ESG,ittutta nammineq tikilluaqq-niar-paatigut,ittutta	nammineq	tikilluaqq-niar-paatigut,director.ABS	INT	welcome-FUT-3SG&gt;1,The director himself will welcome us.,,,,adnominal,Susanne Møller (p.c.)
437,NHG,owɔla belaha tlahtoanı,owɔla	belaha	tlahtoanı,came	INT	governor,The governor himself came.,,,,adnominal,Volker Gast (f.w.)
438,ESG,palasersua-rput nammineq taku-nnigi-larput,palasersua-rput	nammineq	taku-nnigi-larput,cardinal-our	INT	see-not-1&gt;3,We did not see the/our cardinal himself.,,,,adnominal,Susanne Møller (p.c.)
439,NHG,pos sie yaha David kıhtoa ipa inu libru de salmos:...,pos	sie	yaha	David	kıhtoa	ipa	inu	libru	de	salmos:...,well	INT	he	David	says	in	ART	book	of	psalms,Even David himself says in the book of the psalms:...,,,,adnominal,"St. Luke 20, 42 (Wycliffe)"
440,ESG,atuarfissua-ttinni nammineq neriniarfe-qu-nngi-lagut,atuarfissua-ttinni	nammineq	neriniarfe-qu-nngi-lagut,university-LOC.POSS	INT	restaurant-have-not-1PL,There is no restauant in the University building itself.,,,-,adnominal,Susanne Møller (p.c.)
442,ESG,nammineq allagarsia-kka ammaar-tar-pakka,nammineq	allagarsia-kka	ammaar-tar-pakka,INT	letter-ABS.POSS.1SG+PL	open-HAB-1SG&gt;3PL,I always open my letters myself.,,,,adv exclusive,Susanne Møller (p.c.)
443,ESG,nammineq meeqa-tit,nammineq	meeqa-tit,own	child-ABS.POSS.2SG+2PL,Are these your own children?,,,,own,Susanne Møller (p.c.)
444,ESG,immi-nut tuqup-puq,immi-nut	tuqup-puq,REFL-all	kill-3SG,He killed himself.,,,,reflexive,Susanne Møller (p.c.)
445,OTA,ra Šua hábya sɛ̌hɛ́ rá ngǔ,ra	Šua	hábya	sɛ̌hɛ́	rá	ngǔ,ART	Juan	already.has	INT	his	house,Juan already has a house of its own.,,,,own,Volker Gast (f.w.)
446,OTA,ra Šua bì N-hiandi sɛ̌hɛ́ xà rà ’yɛı̌,ra	Šua	bì	N-hiandi	sɛ̌hɛ́	xà	rà	’yɛı̌,ART	Juan	PRET.3SG	REFL-saw	INT	in	his	mirror,Juan saw himself in the mirror.,,,,reflexive,Volker Gast (f.w.)
447,TZO,[ta xtal] s-tuk li preserente,[ta	xtal]	s-tuk	li	preserente,[will	come]	3POSS-INT	ART	president,The president himself will come.,,,,adnominal,Volker Gast (f.w.)
448,TZO,lah h-vaʔan h-tuk li h-na-e,lah	h-vaʔan	h-tuk	li	h-na-e,COMP	1-build	1POSS-INT	ART	POSS.1-house-CLITIC,I have built my house myself.,,,,adv exclusive,Volker Gast (f.w.)
449,TZO,te ta s-na s-tuk,te	ta	s-na	s-tuk,there	in	POSS.3-house	POSS.3-INT,He is there in his own house.,,,,own,Volker Gast (f.w.)
450,TZO,lah y-il s-ba ta nen,lah	y-il	s-ba	ta	nen,COMP	3-see	POSS.3-REFL	in	mirror,He saw himself in the mirror.,,,,reflexive,Volker Gast (f.w.)
451,PBA,ko haŋa ’a Joshua mo hopu i a ia ’a,ko	haŋa	’a	Joshua	mo	hopu	i	a	ia	’a,PFCT	want	RES	Joshua	MOD	wash	RLT	SG	3SG	EMPH,Joshua wants to wash himself.,,,RES: resultative; MOD: modal; RLT: relational particle,reflexive,"du Feu, Veronika (1996). <i>Rapa Nui</i>. London: Routledge."
452,PBA,he ’ata ’o’ou ’a,he	’ata	’o’ou	’a,[+/-	SPE]	shadow	POSS.2SG.INA	EMPH,It's your own shadow.,,,SPE: specific; INA: inalienable,own,"du Feu, Veronika (1996). <i>Rapa Nui</i>. London: Routledge."
454,LTN,Catilina ipse pertimuit,Catilina	ipse	pertimuit,Catiline	INT.NOM.SG	was.horrified,Catiline himself was horrified.,,,,adnominal,"Cicero, Catiline II, 6."
455,LTN,"quare secedant inprobi, secernant se a bonis","quare	secedant	inprobi,	secernant	se	a	bonis",therefore	give.way.SUBJ	wicked.PL	separate	REFL	from	good.ABL,"May therefore the wicked ones give way, may they separate themselves from the good ones.",,,SUBJ: subjunctive; ABL: ablative,reflexive,"Cicero, Catiline I, 32"
456,PES,mærjan xod-eš-o tæ,mærjan	xod-eš-o	tæ,Marjan	REFL.3SG-OM	scared,Marjan scared herself.,,,OM: object marker,reflexive,"Mahootian, Sharzad (1997). <i>Persian</i>. London: Routledge."
457,LTN,ipse dies me admonebat,ipse	dies	me	admonebat,INT.NOM.SG	day	my	admonished.,The day itself admonished me.,,,,adnominal,"Cicero, Familiares II, 11,2 (due to Nicoletta Puddu)"
458,PES,šiva mi-r-e tehran. xod-eš tænhai mi-r-e,šiva	mi-r-e	tehran.	xod-eš	tænhai	mi-r-e,Shiva	DUR-go-3SG	Tehran.	INT-3SG	alone	DUR-go-3SG,Shiva is going to Tehran. She'll go by herself.,,,DUR: durative prefix,adv exclusive,"Mahootian, Sharzad (1997). <i>Persian</i>. London: Routledge."
459,LTN,ex iisdem te haec haurire fontibus ex quibus ipse hauseram,ex	iisdem	te	haec	haurire	fontibus	ex	quibus	ipse	hauseram,from	same.ABL.PL	you	these.NEUT	draw	sources	from	which.ABL.PL	INT.NOM.SG	I.drew,You draw from the same sources from which I have drawn myself.,,,NEUT: neuter gender; ABL: ablative,adv inclusive,"Cicero Familiares X, 3, 4 (due to Nicoletta Puddu)"
460,LTN,scribam ipse de me,scribam	ipse	de	me,I.will.write	INT.NOM.SG	about	me,I will write about me myself.,,,,adv exclusive,"Cicero, Familiares 5, 12, 8 (due to Nicoletta Puddu)"
461,PES,(u) xod-ra košt,(u)	xod-ra	košt,(he/she)	REFL-OM	killed,He killed herself/himself.,,,OM: object marker,reflexive,"Mahootian, Sharzad (1997). <i>Persian</i>. London: Routledge."
462,PES,xod-e mæn ina-ro nevešt-æm,xod-e	mæn	ina-ro	nevešt-æm,INT-PRT	I	these-OM	wrote-1SG,I myself wrote these.,,,PRT: particle; <i>xod</i> precedes the pronoun or noun,adnominal,"Mahootian, Sharzad (1997). <i>Persian</i>. London: Routledge."
463,PES,xod-et tæmum-eš--kon,xod-et	tæmum-eš--kon,INT-2SG	end-3SG--do,Finish it yourself!,,,,adv exclusive,"Mahootian, Sharzad (1997). <i>Persian</i>. London: Routledge."
464,TCV,kumaar tan-ney-ee aDiccu-kiT-Taan,kumaar	tan-ney-ee	aDiccu-kiT-Taan,Kumaar	PRO-ACC-INT	hit(past)-MID-PAST.AGR,Kumaar hit himself.,,,capital letters: retroflex articulation; MID: middle voice,reflexive,"Annamalai, E. (2000). Lexical Anaphors and Pronouns in Tamil. In : Lust, B. et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South-Asian Languages</i>. Berlin: Mouton."
465,TCV,avan-ee vandaan,avan-ee	vandaan,PRO-INT	came,He himself came.,,,,adnominal,"Annamalai, E. (2000). Lexical Anaphors and Pronouns in Tamil. In : Lust, B. et al. (eds.). <i>Lexical Anaphors and Pronouns in Selected South-Asian Languages</i>. Berlin: Mouton."
494,JPN,Taroo wa zibun o hinhanshita,Taroo	wa	zibun	o	hinhanshita,Taroo	TOP	REFL	ACC	criticized,Taro criticized himself.,,,,reflexive,Takayo Ishizawa (p.c.)
